pathway	Juan01	Juan02	Juan03	Juan04	Juan05	Juan06	Juan07	Juan08	Juan09	Juan10	Juan11	Juan12	Juan13	Juan14	Juan15	Juan16	Juan17	Juan18	Juan19	Juan20	Juan21	Juan22	Juan23	Juan24	Juan25	Juan26	Juan27	Juan28	Juan29	Juan30	Juan31	Juan32	Juan33	Juan34	Juan35	Juan36	Juan37	Juan38	Juan39	Juan40	Juan41	Juan42	Juan43	Juan44	Juan45	Juan46	Juan47	Juan48	Juan49	Juan50	Juan51	Juan52	Juan53	Juan54	Juan55	Juan56	Juan57	Juan58	Juan59	Juan60	Juan61	Juan62	Juan63	Juan64	Juan65	Juan66
FASYN-ELONG-PWY	64271.486	78667.2554	83418.5125	69347.9769	78997.3157	89085.3466	88028.5184	59941.9803	99349.0762	93481.7065	104584.1203	72525.9837	57211.5728	89812.7236	110518.3768	21830.9341	35329.8314	35212.3982	69764.9131	53953.765	50847.8953	83107.6774	63940.9555	60094.2081	88856.0266	80036.8165	74865.0123	26381.1027	46874.6156	55850.1152	73798.9897	33605.177	61672.956	75036.7802	77728.7924	73724.1939	98531.3455	60414.2195	101210.1252	66002.3045	64085.345	75704.7227	76172.1303	36893.6334	72947.4178	21249.7785	26486.9206	32008.8217	121763.1437	83268.2502	83325.5905	97055.9017	95186.3759	97263.4192	68760.8302	45609.3573	71320.1968	65475.202	86398.7648	75267.209	187012.018	136247.3579	148644.0035	127574.5628	110641.1974	98436.9978
FASYN-INITIAL-PWY	20495.8283	24978.0015	28772.2455	38268.6545	38706.6676	48706.5914	47028.2244	26409.4375	38944.7535	30951.1555	31822.6925	19222.3712	15587.5196	23857.7152	38026.9533	2225.7369	5366.2523	4291.476	21622.7924	17269.4146	15881.0412	28375.5503	20804.9194	19430.8258	32950.1753	26935.8459	27244.6479	8597.7391	14345.4228	16473.7895	23897.1055	10638.6229	20611.0227	41122.8228	39846.4911	33066.9397	42454.371	21140.2492	36377.0686	20165.119	18381.322	21654.8734	25477.1649	11557.8415	21147.3085	2707.0185	3065.7075	6067.2609	37251.5442	24329.9655	25193.6699	31982.1246	31273.771	30101.7223	23285.4597	14878.696	23612.6167	19650.7056	29897.9112	21733.6866	79324.974	56718.5964	62808.9133	54241.6331	47772.3242	38413.7205
FERMENTATION-PWY	25967.1354	32668.9876	34327.9722	28641.6678	31893.2965	34605.8443	36114.6459	22157.7491	39150.2339	34974.9001	40884.2026	29275.7668	24652.9577	37114.7254	44935.9573	15148.565	24769.2302	25387.5984	17146.6883	13306.1218	13471.9069	19872.9606	17014.673	14257.5792	20858.0872	18137.0351	17695.8057	6551.847	11312.6849	13433.2814	30072.695	14306.4829	25485.9273	30027.8651	31106.1599	28587.18	40024.5961	25701.6447	43391.7093	24012.9874	25464.8932	30985.1157	31529.3935	15387.6807	30841.2797	15016.0408	18464.6781	18272.9996	30269.4361	19753.828	20632.3419	22711.2371	22257.6769	22211.5156	16501.4511	10608.2791	17211.1936	15606.7166	19978.5129	17862.3387	63210.4972	45368.3854	49725.9036	57535.5403	51847.919	44988.3217
FOLSYN-PWY	39422.9822	49573.136	52465.3874	44259.6897	50978.9123	56812.9498	59473.9535	36370.5534	61337.4695	55670.7176	64979.0413	45474.3363	36829.1411	56067.3296	69780.8968	17881.8325	28656.7343	28832.2339	39879.7178	30661.3568	29383.4996	48349.1801	37403.0109	34818.4311	50575.3919	45063.3861	42949.9782	14753.7821	26292.7921	31042.5116	46738.1398	21447.1044	38933.3325	47243.6047	47841.6024	45921.6017	62012.2281	39197.0525	66846.8476	39286.1881	40502.7999	47904.5786	48397.0285	23493.5151	46722.7719	17017.6631	21314.953	24063.7514	68135.4311	45985.3945	47146.0024	54459.1067	53189.4391	53812.6158	38964.1636	25596.0761	40944.3879	36175.3503	48448.4944	41310.8395	121490.4141	88542.3733	96587.2874	99447.5151	88671.1263	77767.6696
FUC-RHAMCAT-PWY	121.8847	84.6228	2.9674	501.7977	1.7989	52.9819	847.7984	539.0122	70.4293	61.573	167.0432	1.7985	0.0	35.5978	62.0889	12.2671	12.4057	205.5084	118.9254	139.5783	159.1794	116.9507	89.1301	123.2039	174.0514	128.6853	111.6128	0.0	164.6256	124.2447	125.5158	3.5822	79.7532	207.3621	166.6548	220.8792	1669.9513	102.0259	203.4991	0.0	0.0	93.9651	227.0717	0.0	56.2854	97.629	123.7761	253.2652	378.0648	155.5098	134.1348	121.1872	115.6515	148.8733	113.5822	104.2364	12.3028	137.9864	142.5081	158.283	3005.8152	2558.5984	2679.5403	2220.3241	2015.0697	1917.9861
FUCCAT-PWY	1370.2195	1708.208	1690.0619	795.9453	1077.2511	1223.2153	1254.7167	580.0053	1558.7326	1212.4607	1286.7004	956.9349	1631.1233	1697.5909	2244.8792	302.0206	500.0077	601.5886	329.4956	177.0627	280.2145	486.3108	420.4183	302.2018	595.5423	591.8225	457.3134	92.3631	181.7352	229.1993	1413.0535	385.6173	1014.1603	987.7203	821.1537	656.7901	1469.0744	1052.6375	1771.0589	766.4263	830.7294	897.7214	1955.3255	813.4588	1534.2818	234.0454	406.9186	355.8607	649.1652	352.338	405.9136	510.98	542.4648	567.5716	475.5779	281.8801	402.9554	168.8785	341.2384	297.0013	2843.5731	2105.7628	2314.7721	1555.8293	1357.4958	1487.5295
GALACT-GLUCUROCAT-PWY	5384.4135	5836.2722	6913.8146	9023.7982	10668.7188	11997.4907	13535.644	7259.2591	10404.6544	7766.7548	9082.3993	5282.2013	4608.3182	6486.1677	10121.7284	1624.9452	2522.7099	2603.163	7233.4878	5396.5362	5170.3412	8153.9835	7340.5269	5601.1631	8441.592	7285.1454	7530.8135	2586.9351	4580.9947	5544.7636	5117.3932	2021.7003	4063.5441	10315.4056	10328.4895	8960.0487	10830.5743	5111.9315	8601.0886	5457.8455	4696.9507	4959.8722	6499.3405	2779.3409	5098.6128	1353.7512	1883.2807	3424.414	11357.7076	8311.7429	8979.0452	8350.2648	8503.3988	9181.8401	6441.6022	4279.3598	7091.5692	6627.2757	8264.0161	6886.9079	28892.4933	21971.7854	23232.3889	16453.3574	14157.5619	12650.0663
GALACTARDEG-PWY	2048.5654	2897.8577	3216.6106	4200.0329	5576.7419	3845.9025	4879.2801	2875.2562	5107.3489	4068.0952	4728.9114	2874.3891	1920.404	2775.1292	3463.6441	576.6081	1022.7924	985.1154	3226.7096	2538.3783	2338.1053	4551.6619	3030.6557	2926.1239	4804.0478	4036.1624	4005.8189	1132.5729	1984.33	2478.1	2470.3698	1013.9751	2262.4216	5594.1594	4995.5626	3882.476	5597.0903	2972.6064	5304.2695	2264.8562	2549.1793	2564.2266	3385.6303	1511.2649	2756.3498	729.2744	813.971	898.5347	5892.706	3715.801	4226.2709	5446.1924	4965.4322	5311.8976	3619.4797	2257.7757	3845.381	2895.9784	4074.2251	3272.2301	3990.8167	2599.375	3007.5869	817.1454	1015.9929	541.7881
GALACTUROCAT-PWY	11796.1882	13924.4128	15264.664	17137.7759	20476.9427	23027.9354	23565.3626	13307.5069	19013.8017	17194.8656	18657.4019	11820.208	9536.1887	14293.5764	20214.7501	3426.4689	5535.0864	5484.1003	11556.5933	9024.6846	8638.0088	14806.6459	11481.406	10156.4455	15786.3357	12970.8553	13332.6858	4201.2156	7179.7415	8710.1161	12395.2547	4960.4318	9878.3364	18008.4871	18669.0202	16584.7226	19840.2671	9787.8054	16778.9867	11455.6448	9996.1642	11209.8702	13900.3693	5986.8662	11115.3632	3320.8483	3977.5689	6103.3909	19875.6202	13160.6674	13896.9897	17072.6857	16264.8046	16223.0898	11907.158	7444.1573	12206.8838	10361.8644	14067.1899	11541.1912	57490.591	42570.7976	44790.699	34583.3667	30574.9555	27128.8802
GALLATE-DEGRADATION-I-PWY	2854.127	4448.9948	3770.8099	2212.7709	3372.7588	2978.7756	3273.0525	1355.9931	3120.2318	2428.8199	3069.2482	1810.0106	2055.3725	3093.7546	4001.0683	1560.3648	2359.2805	2583.1289	897.8211	894.7198	688.3719	1464.0484	1059.311	1096.9256	1470.7952	1264.7296	1354.4344	275.2168	664.4647	644.8236	3670.3397	1712.3214	2692.3913	3314.1896	3005.4628	2204.8295	3089.5958	1905.6682	4477.0439	1844.0188	2154.3248	2399.1783	3538.9546	1486.1756	2708.0896	1632.1761	1840.4296	1870.956	1521.8502	1107.4945	1192.2009	1587.8715	1398.6814	1498.873	1131.6652	649.6679	1176.5186	827.3637	1156.0093	894.2975	2431.528	2332.5555	2406.9084	768.0479	577.899	493.0554
GALLATE-DEGRADATION-II-PWY	666.9551	1553.1891	1406.3201	1691.2644	2411.7746	2577.9063	2599.066	1210.3975	2361.7	1265.1216	1212.7004	838.6862	809.0048	1391.8767	1658.4359	1560.3648	2359.2805	2583.1289	461.9069	431.4912	363.8659	707.4267	624.636	687.4476	874.1427	649.3211	652.273	157.965	472.977	410.1049	1149.0231	538.5242	1155.4855	2588.2748	2215.7741	1557.7316	2320.042	1428.5526	2131.4767	789.9756	937.8819	871.1019	1559.8555	612.6962	1084.6243	1632.1761	1840.4296	1870.956	757.9676	498.9011	639.7733	746.5453	692.1156	883.7155	513.6669	376.4185	540.9831	448.7736	810.8524	558.9115	2431.528	2332.5555	2406.9084	768.0479	577.899	493.0554
GLCMANNANAUT-PWY	2100.8356	2625.1518	2552.9412	2470.6725	2948.9315	6625.9351	3212.8635	2208.5097	2796.9175	3504.2417	3533.354	2325.3726	1101.7096	2193.5342	2669.8986	883.654	1232.7971	1304.2733	3012.9936	2487.1916	2329.196	4631.5347	3039.6911	3071.405	5107.0238	4241.2821	4297.6422	963.547	1821.3416	2112.19	2020.7459	723.8237	1691.0313	1977.1325	2728.47	2050.6386	3545.3537	1663.9728	2252.8268	2132.291	2098.7431	2380.3227	2281.7771	905.0866	1762.9831	862.0352	984.5269	1251.6662	5463.7987	3558.6596	3892.7511	5441.685	4636.0997	5032.2079	3708.0913	2368.6678	4073.2505	2394.8926	3595.1143	2873.9563	17366.5639	12049.825	13425.8636	9921.9966	8396.9882	7446.0429
GLUCARDEG-PWY	2170.7116	3064.1746	3390.7753	4876.0689	6522.5564	4450.0057	5435.0848	3322.0943	5671.3844	4557.9281	5224.8958	3164.824	2065.696	2982.903	3727.4682	954.6914	1718.8614	1466.9532	5326.2298	4417.0114	4065.6168	6713.3037	5136.5516	4945.8597	6019.8867	5402.8565	5489.0702	1859.5428	3627.6341	3942.5875	2595.9655	1069.7993	2392.3741	6198.7223	5733.9824	4379.5191	6275.1824	3319.5023	5799.5699	2455.332	2781.4731	2784.1589	3639.0351	1634.3884	2975.6948	1312.4807	1618.7834	1395.107	8356.71	5631.3696	6362.975	7069.5279	6694.9769	6992.1375	4718.3883	2948.5164	5357.6325	4888.193	6208.5743	5160.4002	5835.151	3839.5219	4481.4823	889.4644	1110.3811	576.5635
GLUCARGALACTSUPER-PWY	2048.5654	2897.8577	3216.6106	4200.0329	5576.7419	3845.9025	4879.2801	2875.2562	5107.3489	4068.0952	4728.9114	2874.3891	1920.404	2775.1292	3463.6441	576.6081	1022.7924	985.1154	3226.7096	2538.3783	2338.1053	4551.6619	3030.6557	2926.1239	4804.0478	4036.1624	4005.8189	1132.5729	1984.33	2478.1	2470.3698	1013.9751	2262.4216	5594.1594	4995.5626	3882.476	5597.0903	2972.6064	5304.2695	2264.8562	2549.1793	2564.2266	3385.6303	1511.2649	2756.3498	729.2744	813.971	898.5347	5892.706	3715.801	4226.2709	5446.1924	4965.4322	5311.8976	3619.4797	2257.7757	3845.381	2895.9784	4074.2251	3272.2301	3990.8167	2599.375	3007.5869	817.1454	1015.9929	541.7881
GLUCONEO-PWY	42344.6205	52711.4104	55727.7034	45525.5948	53333.9118	57631.0496	62210.4584	36808.443	62928.7485	58886.6381	69308.6032	49414.4853	38992.6159	59712.7744	73707.8903	25018.686	41093.2569	41565.8323	56592.1516	43422.1527	41611.8379	66452.7743	51877.3328	48365.5665	69758.7428	64146.2815	59561.6041	20737.9201	37973.6099	45701.6972	50675.082	23967.4187	42008.072	49011.3039	49614.5236	47386.0723	63932.1577	41701.7513	70198.9439	41641.0978	43951.4876	51850.4699	50520.5082	24924.2958	49595.6341	24932.6616	30565.2688	31229.4314	97082.0497	66708.7141	67313.3514	76762.7872	76549.3495	78014.5767	54899.6068	37071.169	57744.2701	53713.1606	68092.9705	62720.4081	132428.6626	97460.7169	105998.3468	106437.1769	95504.8216	84647.5299
GLUCOSE1PMETAB-PWY	7320.4673	11284.9567	9818.0597	6465.4375	7743.7762	6841.2015	12720.6576	5547.5349	9847.9027	9425.0081	9423.9948	6042.9992	6148.1596	8143.3701	10607.4203	387.7113	895.841	768.8806	1840.8184	1548.3222	1414.7553	3983.8138	3140.4192	1857.1218	3888.5091	3479.9453	3746.5386	590.7212	1023.4511	1164.2806	8526.5229	3717.3891	6407.7865	9208.1307	8164.3024	7026.3542	12195.1922	6062.3779	13016.4429	6081.6404	5625.0454	7046.0977	10062.9592	4054.7031	7924.1204	457.0348	400.5221	1466.93	3356.8092	2281.3468	2524.8029	4166.7489	3799.2597	3208.1851	2881.3389	1800.357	3574.1766	1513.8426	2111.5511	1638.8309	6721.7422	4135.9275	5081.0853	12015.814	10398.2142	8764.4974
GLUCUROCAT-PWY	7578.5379	9672.6488	10834.4078	11323.2191	14261.0227	16845.344	15396.8136	8262.3873	11110.1129	11284.4276	11159.895	7163.8595	5616.7281	7706.627	11445.1938	2823.5749	4390.5293	4786.6088	10652.5712	7940.6052	7880.3208	13187.7829	10072.5297	9460.4308	13153.2243	10783.89	11045.0087	3750.1291	6642.2409	7921.7059	8981.9595	3685.0895	7002.1285	10906.2516	10954.8003	9565.5116	11596.7535	6360.2404	11674.782	7365.9728	6458.6686	7080.0245	8958.0177	3471.2943	6930.5914	2935.3565	3738.9322	5004.5836	17090.8363	11196.7143	12154.3206	14376.2296	13837.1748	13888.0641	9972.9465	6245.0045	10359.5777	9268.9439	12200.5211	10422.7216	29219.559	22656.0592	23919.6897	17512.0824	14806.9404	14012.9867
GLUTORN-PWY	42602.6096	54421.6173	56447.5257	45442.709	53457.263	59220.0692	61681.3832	37727.2921	63897.3941	59507.5294	69425.6175	48789.5485	37800.2712	58212.8281	72141.4406	25251.4601	42053.5442	41538.5411	50822.4708	38964.6537	36824.9468	59004.8378	46229.5208	43516.6129	63247.5252	57652.7861	53913.9702	18859.0481	34181.7572	40623.8144	51264.0239	24132.2434	42090.3404	49101.5221	50945.6964	48845.4916	64493.9398	41477.7565	70845.1245	42036.4432	43469.9848	51483.3361	50912.8703	24430.458	48622.8832	25134.2098	30141.5683	30848.6525	87479.4107	60482.8244	59986.1662	68161.4752	67671.9586	68828.6245	49398.1262	32980.6156	51571.4602	47650.7908	61289.5962	54746.2948	124841.7008	91485.8612	100403.0917	100468.9136	89846.0665	78651.9582
GLYCOCAT-PWY	19765.5406	25648.498	26376.0877	23241.3135	28201.3437	29796.5256	31941.9899	18617.4459	30485.7809	29376.9988	34281.7363	24076.3452	17139.1962	26787.9197	31645.5232	15561.8705	25710.3408	26343.7774	36544.7255	28339.4966	26862.3973	42436.6787	32936.3319	32048.837	45639.8592	42010.6582	38238.8582	13509.6665	24762.2646	29501.5419	23736.0096	11175.8652	19426.5872	24485.2705	26655.0069	25914.9021	32289.2031	20510.6308	33449.034	19887.9267	20904.5521	24712.6153	25160.4639	10811.6577	21769.3066	16060.6548	18949.6614	19351.9763	63747.203	43551.083	43086.732	50083.107	50030.4005	50873.8573	35952.5805	24119.8849	37155.5571	34744.5324	44992.2889	40869.4737	62255.7277	45604.3609	50165.5443	55470.079	50261.5974	43414.0068
GLYCOGENSYNTH-PWY	35316.9761	42465.0674	45985.0033	38058.9309	45508.9885	51214.625	49985.3105	30709.7469	52504.7361	47037.3605	54478.3612	38552.5032	32895.8732	49057.6751	61132.8123	18764.3252	30732.9141	30940.9181	37844.6105	29233.254	28368.6647	45485.8778	34400.083	32994.2581	47996.2711	43128.7854	40427.8697	13741.5979	24760.8546	29557.4253	40219.685	18347.6942	33935.7092	41365.2206	41374.2671	40529.6981	53836.5922	32851.1061	55972.2754	32180.9292	33349.7923	40082.8447	40937.153	20257.6298	39880.3775	18594.1546	22800.5637	23516.8402	65728.3517	43712.5053	44497.1363	53487.5666	50810.9496	51501.871	37353.4871	24363.6891	39108.2718	34471.2739	46393.4284	40009.1206	99704.9286	72157.3476	80918.7753	71126.8949	60937.3798	55105.1108
GLYCOL-GLYOXDEG-PWY	28.3033	19.3095	0.66	139.4696	0.4	11.9748	244.0851	170.8181	15.9719	13.9828	39.0992	0.4	0.0	7.9951	13.9885	2.797	2.7984	59.15	29.4824	40.033	44.1899	28.5522	21.3025	30.6427	42.3817	31.4318	26.9398	0.0	49.4926	32.5397	29.2735	0.7999	18.5708	49.7559	39.7908	55.5508	659.1042	23.9455	47.8457	0.0	0.0	21.9628	53.7526	0.0	12.7865	27.7585	37.3765	85.1802	106.2244	40.1065	32.6777	29.1016	27.4878	36.1806	27.2949	26.3302	2.7462	39.2567	35.5442	42.1204	1315.1632	1168.6478	1196.4827	1176.2992	1068.186	976.792
GLYCOLYSIS	43791.7134	55223.4039	58028.1273	48916.4624	56706.8077	62144.6881	66464.411	39846.9035	67240.3996	61897.5912	71882.7974	50107.4527	40688.7749	61794.5748	76366.8042	27176.1904	44053.7744	44382.9895	56951.5122	43611.9338	41543.6593	66972.8162	51734.3474	49086.4264	69799.9142	63583.2691	60141.1402	20770.7628	38100.4546	45552.7571	52120.6949	24113.2632	42874.2403	52283.3796	53553.0269	51008.5754	68345.5233	43175.1824	73693.8476	43069.0478	45152.1576	53001.6467	53747.4194	25816.5902	51406.2854	27089.8446	32781.7128	33247.5493	96506.195	67118.383	67392.559	76230.783	75904.0132	77936.1542	54935.6095	36416.8658	57388.6509	53377.2621	67984.8529	61468.5796	136708.8737	100265.7952	109104.8152	109403.7242	97174.0366	86202.7175
GLYCOLYSIS-E-D	35743.1767	45708.3835	47980.6267	43955.1381	51180.8597	53135.9684	59974.6391	33445.8373	55475.0645	49845.9874	57848.4982	39179.019	32261.5806	46502.4562	60205.6607	21173.5144	35567.0889	36278.5827	46108.1348	35480.8217	33876.7948	54444.0726	42716.3443	39776.9273	56402.5652	50746.4504	48363.1908	17075.1607	30844.8685	36559.1302	41869.5193	18250.6186	32830.2654	45891.1169	46688.6359	42908.9255	57430.976	34960.4277	60110.6036	33453.0487	34069.5795	40661.7448	44138.2136	19515.9492	38196.2087	21600.7925	25795.2555	26692.1883	77947.6877	53820.5093	54646.555	61409.643	60854.289	62328.1495	44299.6962	29155.0764	46364.1416	42743.0504	55508.2088	49076.2913	99724.2379	73641.7579	79398.2298	92605.9648	85031.4167	73016.3102
GLYCOLYSIS-TCA-GLYOX-BYPASS	39039.1995	49897.5291	52076.0351	45554.8182	52980.0725	55733.2608	61696.1006	35853.9717	59881.5779	53548.0241	63356.7746	44828.0532	38069.4503	57265.1794	71068.6957	21419.2002	35058.2357	35101.5481	45461.8391	35267.304	33304.4732	54355.5753	42204.6581	40269.1531	56507.0217	51705.4148	47692.8339	16844.4518	31169.608	36744.2358	45776.0767	21682.2842	38405.2773	48421.7122	48719.5413	45501.6719	61234.7016	38385.7078	65968.314	36757.4628	39308.6993	46767.2231	47933.9429	23821.0447	47469.8123	21365.2898	26096.7975	27183.0587	78264.6893	54116.6255	53906.0594	60522.8357	61150.7781	62467.2585	44006.2817	29236.9822	45872.6315	43118.6745	54960.976	50746.2843	118079.8035	86593.3067	93820.1932	99088.0583	90839.4536	77946.5079
GLYOXYLATE-BYPASS	34918.2013	43989.3713	45908.9517	39689.904	46938.477	49330.6263	51900.734	32306.8309	54595.8494	48523.2264	58039.5225	40387.6753	33360.3636	50317.7416	62744.6178	20173.1682	32324.3625	33021.7555	36047.7866	27718.8664	26512.6608	42787.6596	34206.9127	31588.1809	43628.98	39624.1766	36757.3066	13331.2216	24551.657	28815.1826	40806.928	19663.3199	34628.0899	42992.8886	43085.5333	41507.7787	53847.0425	35069.8317	60410.4141	33271.6559	36110.256	42937.5288	43372.6815	21309.3588	42600.1667	20347.7747	24683.8939	25542.0343	61158.7207	42433.6943	42845.0018	47015.3146	47917.5855	48885.1839	34296.5801	22790.0531	35549.0135	33959.4374	42593.1142	39763.0403	105282.0089	77783.9305	83087.5815	88873.7703	80023.4256	70804.5591
GOLPDLCAT-PWY	429.4996	619.7587	616.2726	379.9586	304.6263	409.5132	573.978	389.1786	704.7275	552.0673	659.2666	407.4413	351.639	599.9056	715.5839	240.8002	335.0435	409.6513	27.696	2.8398	32.0682	60.7962	75.8833	7.8151	62.0849	60.8112	44.3847	11.0074	39.1053	38.3863	408.0089	183.1594	384.4623	203.8395	274.0472	285.6023	581.3437	463.2698	550.8982	339.111	390.1996	439.0365	434.7058	300.9491	474.6029	176.6905	269.7258	226.0458	83.7576	61.0963	25.6255	54.9664	71.634	41.0035	26.563	15.2497	71.4552	52.1265	57.5908	62.9379	5173.9913	4137.1865	4438.3596	3664.9225	3201.2024	3088.2359
HCAMHPDEG-PWY	289.1005	390.4244	314.4395	238.8399	548.4761	425.6513	497.7501	398.2501	431.4984	441.3283	724.5652	454.1707	176.5346	538.8067	770.4931	552.8496	1030.9059	1081.4419	376.5373	370.9265	267.8388	447.2063	658.9793	362.7879	468.3797	422.9763	416.0851	203.8444	282.5778	346.8209	327.7622	243.7745	250.7275	350.8065	931.7249	1000.429	490.2209	559.5001	342.1178	321.5981	337.1009	477.6375	486.7156	214.7159	336.3198	611.1189	711.8811	1065.8542	668.7142	413.5143	571.1868	518.3671	469.5937	519.4444	403.6102	220.6507	342.9851	468.8105	523.5633	401.7476	3850.6668	2916.507	3316.0615	2732.1875	2500.653	1901.6665
HEME-BIOSYNTHESIS-II	25728.9481	31468.3375	32662.7719	27030.6178	30075.7321	33586.5795	36520.5245	21980.743	37519.4354	34654.2793	42445.2333	30831.489	26344.7314	39068.4783	48901.9392	15497.4117	24277.0997	24801.956	25367.5217	19459.6659	18955.444	29540.9745	22980.3798	21869.0493	30903.5977	27574.5173	26472.602	9322.9333	16734.9558	19866.2199	29474.6195	14670.9412	25308.317	28871.2571	29017.7985	27591.5988	36756.0752	25602.0433	42884.1178	24044.6122	26947.8615	32221.7456	30876.0653	16161.3985	32713.332	15194.965	18709.1465	19183.3885	43690.9015	29006.4384	29635.3237	34465.0067	33005.5675	33404.7715	24228.5151	15816.4629	25660.6467	23177.7498	30897.1314	26663.856	87652.0038	65062.7185	69704.6976	71610.9765	65176.3194	58416.5575
HEMESYN2-PWY	39074.3995	49006.9557	51329.2303	44484.7076	50920.9155	56522.0497	59084.4952	36997.5227	62255.4669	55812.3051	64711.6605	45006.6263	37672.7086	56483.2402	70238.1618	19103.9255	30830.8837	30963.5439	40983.4889	31581.4241	30214.7492	49073.3199	37825.1624	35442.7016	51678.3642	45752.8992	44047.8789	15536.3551	27015.4628	31956.3255	45580.0011	21181.4685	38209.4753	47351.1077	47922.122	46047.7685	62009.8363	39153.4946	66283.93	38841.2898	40019.1693	47545.4087	48482.6165	23521.0556	47189.4037	18966.844	23288.176	25144.8833	70246.2361	47182.5105	47961.3798	57542.0453	55220.2806	54877.0496	40309.671	26279.8331	41827.6365	37676.397	51234.7614	42798.0032	125964.8472	92482.3118	100160.6046	100299.5159	89609.0869	78391.8043
HEXITOLDEGSUPER-PWY	11325.6317	14958.5102	15019.2651	13171.1525	16132.2947	15864.9917	17371.3241	8938.4613	14447.2163	15707.4171	17758.2598	11971.5657	8218.1456	11623.9136	15435.4241	7878.1855	12593.21	13028.7255	14134.8713	10898.8746	11132.6302	17137.4393	13886.4591	12622.8901	15853.2523	13522.1734	13201.9118	4385.513	8612.7601	10245.7987	12303.6446	5796.2554	9311.4038	11859.9993	13738.5072	11976.6325	15219.3291	8729.9041	15381.8783	9673.6085	9644.5115	11506.2682	13056.8472	4662.7205	9632.1564	7915.7531	9903.7307	10587.5497	23188.7786	14838.4455	15867.2568	17352.3444	16889.3837	17215.0477	12457.6012	7767.6041	12658.5126	11643.7961	15262.1446	14360.8783	41126.1458	29466.7155	31220.5599	24226.2469	22971.8924	20812.4801
HISDEG-PWY	27242.1284	34366.8359	36082.3705	34575.2869	39373.4547	39875.5203	45047.9703	27680.5711	47388.9569	39161.541	45633.0705	31054.6269	27950.5729	41589.5098	52805.2536	15361.9702	24566.0415	25288.6892	30056.5771	22701.4448	22238.0998	34752.9571	27139.9008	25086.2992	35894.5374	31814.2441	30517.6138	11270.6217	20133.1508	23933.432	32050.6649	14984.6706	27045.0614	37616.3726	36340.9972	34209.3893	47825.0145	29333.7189	51052.6581	26873.922	28139.3438	33619.3657	35198.634	17407.7898	34475.1581	15449.5422	18834.9414	19785.3076	50702.9332	34813.5355	35436.1883	39463.9298	38632.8674	38748.046	28400.2018	18819.2241	29544.7123	28119.1019	36238.2543	31478.8153	74735.1745	56270.98	59483.0414	64807.7667	59382.2235	52128.0524
